"Key	Type	Desc	English	Chinese	Japanese	Korean	Portuguese (Brazil)",,,,
10021103,Text,,Mutated Thorn,变异荆棘
10021104,Text,,Poisonous Thorn,剧毒荆棘
10021105,Text,,Thorn Bush,荆棘丛
10021106,Text,,Embrace of Death,死亡之拥
10030101,Text,,Mini House,微型古兽之家
10030102,Text,,Shelter,古兽之家
10030103,Text,,House,古兽住宅
10030104,Text,,High-up House,高脚楼
10030105,Text,,Tavern,古兽酒馆
10030106,Text,,Tree House,古兽树屋
10030107,Text,,Watchtower,古兽碉楼
10030108,Text,,Mansion,古兽大厦
10030201,Text,,Ragged Warehouse,破烂的仓库
10030202,Text,,Common Warehouse,普通仓库
10030203,Text,,Warehouse Hut,仓库小屋
10030204,Text,,Solid Warehouse,坚固的仓库
10030205,Text,,Beautiful Warehouse.,漂亮的仓库
10030206,Text,,Rare Ore Courtyard,罕见矿石庭院
10030207,Text,,Mythical Ore Courtyard,神话矿石庭院
10030208,Text,,Immortal Ore Courtyard,不朽矿石庭院
10030301,Text,,Ragged Vault,破烂的金库
10030302,Text,,Common Vault,普通金库
10030303,Text,,Small Vault,小金库
10030304,Text,,Solid Vault,坚固的金库
10030305,Text,,Beautiful Vault,漂亮的金库
10030306,Text,,Rare Vault,罕见的金库
10030307,Text,,Legendary Vault,传说中的金库
10030308,Text,,Immortal Vault,不朽金库
10040101,Text,,Tiny Treasure,低级免费宝箱
10040102,Text,,Small Treasure,初级免费宝箱
10040103,Text,,Medium Treasure,中级免费宝箱
10040104,Text,,Advanced Treasure,高级免费宝箱
10040105,Text,,Rare Treasure,罕见免费宝箱
10040106,Text,,Legendary Treasure,传说免费宝箱
10040107,Text,,Immortal Treasure,不朽免费宝箱
10040201,Text,,Wild Chest,蛮荒宝箱
10040202,Text,,Large Wild Chest,大型蛮荒宝箱
10040301,Text,,Exotic Chest,异域宝箱
10040302,Text,,Large Exotic Chest,大型异域宝箱
10040401,Text,,Deep Sea Chest,深海宝箱
10040402,Text,,Large Deep Sea Chest,大型深海宝箱
10040501,Text,,Polar Chest,极地宝箱
10040502,Text,,Large Polar Chest,大型极地宝箱
10040601,Text,,Forest Chest,密林宝箱
10040602,Text,,Large Forest Chest,大型密林宝箱
10040701,Text,,Small Desert Chest,小型荒漠宝箱
10040702,Text,,Desert Chest,荒漠宝箱
10040703,Text,,Medium Desert Chest,中型荒漠宝箱
10040704,Text,,Giant Desert Chest,巨型荒漠宝箱
10050101,Text,,Ugly Fish,小丑鱼
10050102,Text,,Ugly Fish,小丑鱼
10050103,Text,,Ugly Fish,小丑鱼
10050104,Text,,Ugly Fish,小丑鱼
10050105,Text,,Ugly Fish,小丑鱼
10050106,Text,,Spotted Fish,斑点鱼
10050107,Text,,Spotted Fish,斑点鱼
10050108,Text,,Spotted Fish,斑点鱼
10050109,Text,,Spotted Fish,斑点鱼
10050110,Text,,Spotted Fish,斑点鱼
10050201,Text,,Viper,蝮蛇
10050202,Text,,Viper,蝮蛇
10050203,Text,,Viper,蝮蛇
10050204,Text,,Viper,蝮蛇
10050205,Text,,Viper,蝮蛇
10050206,Text,,Voodoo Snake,巫毒蛇
10050207,Text,,Voodoo Snake,巫毒蛇
10050208,Text,,Voodoo Snake,巫毒蛇
10050209,Text,,Voodoo Snake,巫毒蛇
10050210,Text,,Voodoo Snake,巫毒蛇
10050301,Text,,Hummingbird,蜂鸟
10050302,Text,,Hummingbird,蜂鸟
10050303,Text,,Hummingbird,蜂鸟
10050304,Text,,Hummingbird,蜂鸟
10050305,Text,,Hummingbird,蜂鸟
10050306,Text,,Colorful Bird,五彩蜂鸟
10050307,Text,,Colorful Bird,五彩蜂鸟
10050308,Text,,Colorful Bird,五彩蜂鸟
10050309,Text,,Colorful Bird,五彩蜂鸟
10050310,Text,,Colorful Bird,五彩蜂鸟
10050401,Text,,Licker,舔舔
10050402,Text,,Licker,舔舔
10050403,Text,,Licker,舔舔
10050404,Text,,Licker,舔舔
10050405,Text,,Licker,舔舔
10050406,Text,,Big Licker,舔舔兽
10050407,Text,,Big Licker,舔舔兽
10050408,Text,,Big Licker,舔舔兽
10050409,Text,,Big Licker,舔舔兽
10050410,Text,,Big Licker,舔舔兽
10050501,Text,,Goat,山羊
10050502,Text,,Goat,山羊
10050503,Text,,Goat,山羊
10050504,Text,,Goat,山羊
10050505,Text,,Goat,山羊
10050506,Text,,Sheep,双辫绵羊
10050507,Text,,Sheep,双辫绵羊
10050508,Text,,Sheep,双辫绵羊
10050509,Text,,Sheep,双辫绵羊
10050510,Text,,Sheep,双辫绵羊
10050601,Text,,The Thing,石头人
10050602,Text,,The Thing,石头人
10050603,Text,,The Thing,石头人
10050604,Text,,The Thing,石头人
10050605,Text,,The Thing,石头人
10050606,Text,,Melton Giant,石巨人
10050607,Text,,Melton Giant,石巨人
10050608,Text,,Melton Giant,石巨人
10050609,Text,,Melton Giant,石巨人
10050610,Text,,Melton Giant,石巨人
10050701,Text,,Vulture,秃鹫
10050702,Text,,Vulture,秃鹫
10050703,Text,,Vulture,秃鹫
10050704,Text,,Vulture,秃鹫
10050705,Text,,Vulture,秃鹫
10050706,Text,,Red-eye Vulture,红眼秃鹫
10050707,Text,,Red-eye Vulture,红眼秃鹫
10050708,Text,,Red-eye Vulture,红眼秃鹫
10050709,Text,,Red-eye Vulture,红眼秃鹫
10050710,Text,,Red-eye Vulture,红眼秃鹫
10050801,Text,,Butterfly Dragon,蜥蜴
10050802,Text,,Butterfly Dragon,蜥蜴
10050803,Text,,Butterfly Dragon,蜥蜴
10050804,Text,,Butterfly Dragon,蜥蜴
10050805,Text,,Butterfly Dragon,蜥蜴
10050806,Text,,Faerie Dragon,多彩蜥蜴
10050807,Text,,Faerie Dragon,多彩蜥蜴
10050808,Text,,Faerie Dragon,多彩蜥蜴
10050809,Text,,Faerie Dragon,多彩蜥蜴
10050810,Text,,Faerie Dragon,多彩蜥蜴
10050901,Text,,Rhino,独角兽
10050902,Text,,Rhino,独角兽
10050903,Text,,Rhino,独角兽
10050904,Text,,Rhino,独角兽
10050905,Text,,Rhino,独角兽
10050906,Text,,Rhino Beetle,凶猛独角兽
10050907,Text,,Rhino Beetle,凶猛独角兽
10050908,Text,,Rhino Beetle,凶猛独角兽
10050909,Text,,Rhino Beetle,凶猛独角兽
10050910,Text,,Rhino Beetle,凶猛独角兽
10051001,Text,,Pheonix,火烈鸟
10051002,Text,,Pheonix,火烈鸟
10051003,Text,,Pheonix,火烈鸟
10051004,Text,,Pheonix,火烈鸟
10051005,Text,,Pheonix,火烈鸟
10051006,Text,,Ice Pheonix,冰甲火烈鸟
10051007,Text,,Ice Pheonix,冰甲火烈鸟
10051008,Text,,Ice Pheonix,冰甲火烈鸟
10051009,Text,,Ice Pheonix,冰甲火烈鸟
10051010,Text,,Ice Pheonix,冰甲火烈鸟
10051101,Text,,Ninja Turtle,忍者龟
10051102,Text,,Ninja Turtle,忍者龟
10051103,Text,,Ninja Turtle,忍者龟
10051104,Text,,Ninja Turtle,忍者龟
10051105,Text,,Ninja Turtle,忍者龟
10051106,Text,,Samurai Turtle,神龟
10051107,Text,,Samurai Turtle,神龟
10051108,Text,,Samurai Turtle,神龟
10051109,Text,,Samurai Turtle,神龟
10051110,Text,,Samurai Turtle,神龟
10051201,Text,,Green Dragon,绿龙
10051202,Text,,Green Dragon,绿龙
10051203,Text,,Green Dragon,绿龙
10051204,Text,,Green Dragon,绿龙
10051205,Text,,Green Dragon,绿龙
10051206,Text,,Violent Dragon,口水龙
10051207,Text,,Violent Dragon,口水龙
10051208,Text,,Violent Dragon,口水龙
10051209,Text,,Violent Dragon,口水龙
10051210,Text,,Violent Dragon,口水龙
10051301,Text,,Chinese Long,幼龙
10051302,Text,,Chinese Long,幼龙
10051303,Text,,Chinese Long,幼龙
10051304,Text,,Chinese Long,幼龙
10051305,Text,,Chinese Long,幼龙
10051306,Text,,Flood Long,中国龙
10051307,Text,,Flood Long,中国龙
10051308,Text,,Flood Long,中国龙
10051309,Text,,Flood Long,中国龙
10051310,Text,,Flood Long,中国龙
10051401,Text,,Chimera,双头龙
10051402,Text,,Chimera,双头龙
10051403,Text,,Chimera,双头龙
10051404,Text,,Chimera,双头龙
10051405,Text,,Chimera,双头龙
10051406,Text,,Ice Fire Chimera,冰火双头龙
10051407,Text,,Ice Fire Chimera,冰火双头龙
10051408,Text,,Ice Fire Chimera,冰火双头龙
10051409,Text,,Ice Fire Chimera,冰火双头龙
10051410,Text,,Ice Fire Chimera,冰火双头龙
10051501,Text,,Larva,毛毛虫
10051502,Text,,Larva,毛毛虫
10051503,Text,,Larva,毛毛虫
10051504,Text,,Larva,毛毛虫
10051505,Text,,Larva,毛毛虫
10051506,Text,,Butterfly,蝴蝶
10051507,Text,,Butterfly,蝴蝶
10051508,Text,,Butterfly,蝴蝶
10051509,Text,,Butterfly,蝴蝶
10051510,Text,,Butterfly,蝴蝶
10051601,Text,,Stubborn Beast,固执兽
10051602,Text,,Stubborn Beast,固执兽
10051603,Text,,Stubborn Beast,固执兽
10051604,Text,,Stubborn Beast,固执兽
10051605,Text,,Stubborn Beast,固执兽
10051606,Text,,Earthshaker,撼地神兽
10051607,Text,,Earthshaker,撼地神兽
10051608,Text,,Earthshaker,撼地神兽
10051609,Text,,Earthshaker,撼地神兽
10051610,Text,,Earthshaker,撼地神兽
10051701,Text,,Flying Horse,飞马
10051702,Text,,Flying Horse,飞马
10051703,Text,,Flying Horse,飞马
10051704,Text,,Flying Horse,飞马
10051705,Text,,Flying Horse,飞马
10051706,Text,,Pegasus,彩翼飞马
10051707,Text,,Pegasus,彩翼飞马
10051708,Text,,Pegasus,彩翼飞马
10051709,Text,,Pegasus,彩翼飞马
10051710,Text,,Pegasus,彩翼飞马
10051801,Text,,Griffin,狮鹫
10051802,Text,,Griffin,狮鹫
10051803,Text,,Griffin,狮鹫
10051804,Text,,Griffin,狮鹫
10051805,Text,,Griffin,狮鹫
10051806,Text,,Royal Griffin,银甲狮鹫
10051807,Text,,Royal Griffin,银甲狮鹫
10051808,Text,,Royal Griffin,银甲狮鹫
10051809,Text,,Royal Griffin,银甲狮鹫
10051810,Text,,Royal Griffin,银甲狮鹫
10052301,Text,,Bone Dragon,骨龙
10052302,Text,,Bone Dragon,骨龙
10052303,Text,,Bone Dragon,骨龙
10052304,Text,,Bone Dragon,骨龙
10052305,Text,,Bone Dragon,骨龙
10052306,Text,,Abyss Dragon,深渊巨龙
10052307,Text,,Abyss Dragon,深渊巨龙
10052308,Text,,Abyss Dragon,深渊巨龙
10052309,Text,,Abyss Dragon,深渊巨龙
10052310,Text,,Abyss Dragon,深渊巨龙
10052801,Text,,Nine Tail,九尾幼狐
10052802,Text,,Nine Tail,九尾幼狐
10052803,Text,,Nine Tail,九尾幼狐
10052804,Text,,Nine Tail,九尾幼狐
10052805,Text,,Nine Tail,九尾幼狐
10052806,Text,,Fairy Fox,上古仙狐
10052807,Text,,Fairy Fox,上古仙狐
10052808,Text,,Fairy Fox,上古仙狐
10052809,Text,,Fairy Fox,上古仙狐
10052810,Text,,Fairy Fox,上古仙狐
10053301,Text,,Crystal Creature,晶体怪
10053302,Text,,Crystal Creature,晶体怪
10053303,Text,,Crystal Creature,晶体怪
10053304,Text,,Crystal Creature,晶体怪
10053305,Text,,Crystal Creature,晶体怪
10053306,Text,,Crystal Monster,多彩晶体怪
10053307,Text,,Crystal Monster,多彩晶体怪
10053308,Text,,Crystal Monster,多彩晶体怪
10053309,Text,,Crystal Monster,多彩晶体怪
10053310,Text,,Crystal Monster,多彩晶体怪
10053801,Text,,Pangolin,穿山甲
10053802,Text,,Pangolin,穿山甲
10053803,Text,,Pangolin,穿山甲
10053804,Text,,Pangolin,穿山甲
10053805,Text,,Pangolin,穿山甲
10053806,Text,,Holy Pangolin,圣甲兽
10053807,Text,,Holy Pangolin,圣甲兽
10053808,Text,,Holy Pangolin,圣甲兽
10053809,Text,,Holy Pangolin,圣甲兽
10053810,Text,,Holy Pangolin,圣甲兽
10053901,Text,,Triple-head,三头犬
10053902,Text,,Triple-head,三头犬
10053903,Text,,Triple-head,三头犬
10053904,Text,,Triple-head,三头犬
10053905,Text,,Triple-head,三头犬
10053906,Text,,Cerberus,地狱三头犬
10053907,Text,,Cerberus,地狱三头犬
10053908,Text,,Cerberus,地狱三头犬
10053909,Text,,Cerberus,地狱三头犬
10053910,Text,,Cerberus,地狱三头犬
10060101,Text,,Unknown Seed,未知的种子
10060102,Text,,Mysterious Seed,神秘种子
10060201,Text,,Lost Ruins,失落的遗迹
10060202,Text,,Broken Walls,断壁残垣
10060203,Text,,Lost Land,遗失之地
10060204,Text,,Ancient Ruins,古迹
10060301,Text,,Map Fragment,藏宝图碎片
10060302,Text,,Shabby Map,破旧的藏宝图
10060303,Text,,Treasure Map,完整的藏宝图
10060401,Text,,Mysterious Plant Seed,龙涎草幼芽
10060402,Text,,Mysterious Plant,龙涎草幼苗
10060403,Text,,Young Mysterious Plant,幼年期龙涎草
10060404,Text,,Growing Mysterious Plant,生长期龙涎草
10060405,Text,,Lush Mysterious Plant,茂盛期龙涎草
10060406,Text,,Mature Mysterious Plant,成熟期龙涎草
10060407,Text,,Glowing Mysterious Plant,发光的龙涎草
10060408,Text,,Sparkling Mysterious Plant,闪耀的龙涎草
10060501,Text,,Rainforest,雨林
10060502,Text,,Large Rainforest,大片雨林
10060601,Text,,Broken Totem,破碎的古神图腾
10060602,Text,,Ancient Totem,古神图腾
10060603,Text,,Light of Ancient God,古神之光
10060604,Text,,Ancient Guardian,古神守卫者
10060701,Text,,Vine Bud,藤蔓幼芽
10060702,Text,,Growing Vine,生长期藤蔓
10060703,Text,,Mature Vine,成熟期藤蔓
10060704,Text,,Vines Cabin,藤蔓小屋
10060801,Text,,Small Purifier,初级净化者
10060802,Text,,Medium Purifier,中级净化者
10060803,Text,,Great Purifier,高级净化者
10060901,Text,,Broken Altar,残破的祭坛
10060902,Text,,Complete Altar,完整的祭坛
10060903,Text,,Sacred Altar,神圣祭坛
10060904,Text,,Mighty Altar,强大的神圣祭坛
10060905,Text,,Ancient Altar,远古神圣祭坛
10061001,Text,,Small Chomper,小型食人花
10061002,Text,,Medium Chomper,中型食人花
10061003,Text,,Giant Chomper,巨型食人花
10061101,Text,,Primary Demon,初级魔物
10061102,Text,,Intermediate Demon,中级魔物
10061103,Text,,Advanced Demon,高级魔物
10061104,Text,,Ultimate Demon,终极魔物
10061201,Text,,Small Tombstone,小石碑
10061202,Text,,Common Tombstone,普通石碑
10061203,Text,,Tombstone,墓碑
10061204,Text,,Evil Tombstone,邪恶墓碑
10061205,Text,,Cross Tombstone,十字碑
10061206,Text,,Evil Cross Tombstone,邪恶十字碑
10061207,Text,,Devil's Grave,恶魔坟墓
10061208,Text,,Ancient Tombstone,古神祉
10061301,Text,,Cursed Seed,诅咒种子
10061302,Text,,Cursed Bud,被诅咒的花蕊
10061303,Text,,Cursed Sapling,被诅咒的幼苗
10061304,Text,,Cursed Flower,诅咒之花
10061305,Text,,Withered Cursed Flower,枯萎的诅咒之花
10061306,Text,,Rebirth Flower,重生之花
10061307,Text,,Divided Flower,分裂之花
10061308,Text,,Mutated Flower,异变之花
10061309,Text,,Blooming Curse,绽放的诅咒
10061310,Text,,Cursed Crown,诅咒王冠
10061311,Text,,Cursed Source,诅咒之源
10061401,Text,,Strange Stone,奇怪的石头
10061402,Text,,Pile of Strange Stones,一堆奇怪的石头
10061403,Text,,Strange Stonehenge,怪石阵
10061404,Text,,Stonehenge,成型的怪石阵
10061405,Text,,Giant Stonehenge,巨型怪石阵
10061406,Text,,Supergiant Stonehenge,超巨型怪石阵
10061501,Text,,Magical Circle,神奇的法阵
10061502,Text,,Blooming Magic Circle,绽放的神奇法阵
10061601,Text,,Animal Statue,动物雕像
10061602,Text,,Soldier Guardian,战士守卫
10061603,Text,,Missionary,古神传播者
10061604,Text,,Dark Guardian,暗部守护
10061605,Text,,Sacrifice,天葬
10061701,Text,,Demon Statue,怪物雕像
10061702,Text,,Ancient Demon,远古雕像
10061703,Text,,The Sleepless,假寐者
10061704,Text,,The Invoker,祈求者
10061705,Text,,Evil Demon,恶魔
10061801,Text,,Ancient Animal Fragment,荒古兽碎片
10061802,Text,,Ancient Animal Egg,荒古兽蛋
10070001,Text,,Sacred Petal (flying),神圣花瓣（飞）
10070002,Text,,Sacred Petal (ground),神圣花瓣（地面）
10070003,Text,,Mini Miracle,迷你奇迹
10070004,Text,,Purify Gem,净化宝珠
10070005,Text,,Goblin Gravel (flying),上古地精碎石（飞天）
10070006,Text,,Goblin Gravel (ground),上古地精碎石（地面）
10070007,Text,,Jungle Leaf (flying),丛林树叶（飞天）
10070008,Text,,Jungle Leaf (ground),丛林树叶（地面）
10070009,Text,,Amber,琥珀
10070010,Text,,Meteorite (flying),陨石（飞天）
10070011,Text,,Meteorite (ground),陨石（地面）
10070012,Text,,Dust,尘土
10070013,Text,,Rain Cloud,雨云
10070014,Text,,Cloud,云
10070015,Text,,Black Cloud,乌云
10070016,Text,,Puddle of Water,水洼
10070017,Text,,Ores,矿石溢出
10070018,Text,,Miracle independence,奇迹_独立
10070019,Text,,Amicable dragon fragment,友好龙碎片
10070020,Text,,Stage Chests,关卡宝箱
10070021,Text,,Guide _ rock dragon,引导_岩石龙
10070022,Text,,Guide of God,古神的指引
10070023,Text,,Daily Chest,日常宝箱
10070024,Text,,Coins,金币溢出
10070025,Text,,Original-Miracle _ obelisk,原-奇迹_方尖碑
10070026,Text,,Chomper Stem,食人花茎
10070101,Text,,Sacred Force 1,神圣之力1
10070102,Text,,Sacred Force 2,神圣之力2
10070103,Text,,Sacred Force 3,神圣之力3
10070104,Text,,Sacred Force 4,神圣之力4
10070105,Text,,Sacred Force 5,神圣之力5
10070401,Text,,Purple Pieces,紫玛瑙碎片
10070402,Text,,White Pieces,皓石碎片
10070403,Text,,Red Pieces,尖晶石碎片
10070404,Text,,Blue Pieces,萤石碎片
10070405,Text,,Yellow Pieces,金刚石碎片
10070406,Text,,Black Pieces,黑水晶碎片
10070407,Text,,Fire Pieces,火焰石碎片
10070501,Text,,Weed 1,杂草1
10070502,Text,,Weed 2,杂草2
10070503,Text,,Weed 3,杂草3
10070601,Text,,Wild Gravel,蛮荒碎石
10070602,Text,,Common Wild Stone,普通的蛮荒石
10070603,Text,,Solid Wild Stone,坚固的蛮荒石
10070604,Text,,Lot of Wild Stones,堆砌的蛮荒石
10070701,Text,,Lots of Golds 1,大量金币1
10070702,Text,,Lots of Golds 2,大量金币2
10070703,Text,,Lots of Golds 3,大量金币3
10070704,Text,,Lots of Golds 4,大量金币4
10070705,Text,,Lots of Golds 5,大量金币5
10070801,Text,,Ancient Treasure 1,远古财宝1
10070802,Text,,Ancient Treasure 2,远古财宝2
10070803,Text,,Ancient Treasure 3,远古财宝3
10070901,Text,,Piles of Wealth 1,成堆的财富1
10070902,Text,,Piles of Wealth 2,成堆的财富2
10070903,Text,,Piles of Wealth 3,成堆的财富3
10070904,Text,,Piles of Wealth 4,成堆的财富4
10071001,Text,,Bluestone Chest,青石宝箱
10071002,Text,,Glowstone Chest,耀石宝箱
10071101,Text,,Trophy Ball 1,战利品球1
10071102,Text,,Trophy Ball 2,战利品球2
10071103,Text,,Trophy Ball 3,战利品球3
10071104,Text,,Trophy Ball 4,战利品球4
10071105,Text,,Trophy Ball 5,战利品球5
